,Unnamed: 0,index,Unnamed: 0.1,dob,photo_taken,full_path,gender,name,face_score,second_face_score,size,age
3403,25382,86035,86035,1932-09-17 00:00:00,1997,43/nm0000843_rm826248704_1931-9-17_1997.jpg,0.0,Anne Bancroft,2.7166456657809954,,"(500, 500)",65
1706,111105,371695,371695,1982-09-05 00:00:00,2008,98/nm0461498_rm853382400_1981-9-4_2008.jpg,0.0,Beyoncé Knowles,5.22438636098007,,"(279, 279)",26
3639,66770,220303,220303,1937-08-17 00:00:00,2004,36/nm0319036_rm3930888960_1936-8-16_2004.jpg,0.0,Anita Gillette,4.286391577532656,,"(149, 150)",67
2853,14907,50125,50125,1945-11-18 00:00:00,2005,62/nm0000362_rm2733878528_1944-11-17_2005.jpg,1.0,Danny DeVito,2.049469335843284,,"(226, 226)",60
2536,69559,229193,229193,1949-05-04 00:00:00,2007,89/nm0611889_rm1864214784_1948-5-3_2007.jpg,1.0,Chris Mulkey,2.6844825417163096,,"(500, 500)",58
243,100903,337686,337686,1998-10-09 00:00:00,2013,74/nm2254074_rm3416696320_1997-10-8_2013.jpg,0.0,Bella Thorne,4.096747450182675,,"(500, 500)",15
1666,96427,321973,321973,1980-10-09 00:00:00,2006,25/nm0746125_rm1694682112_1979-10-9_2006.jpg,1.0,Brandon Routh,2.412050419569111,,"(500, 500)",26
2714,135493,456809,456809,1956-01-10 00:00:00,2015,77/nm0799777_rm3778736640_1955-1-9_2015.jpg,1.0,J.K. Simmons,3.3115101927507054,,"(501, 501)",59
3478,8438,28392,28392,1941-04-26 00:00:00,2007,99/nm0000199_rm3261568512_1940-4-25_2007.jpg,1.0,Al Pacino,3.775526171527032,,"(70, 70)",66
1929,106677,356431,356431,1985-10-26 00:00:00,2015,37/nm2953537_rm2750542080_1984-10-25_2015.jpg,0.0,Katy Perry,5.91093651061148,,"(500, 500)",30
398,104442,349080,349080,1990-08-22 00:00:00,2006,63/nm0659363_rm3370556160_1989-8-21_2006.jpg,0.0,Hayden Panettiere,3.700598993032292,,"(71, 70)",16
266,92859,309599,309599,1997-06-14 00:00:00,2012,46/nm2240346_rm4227049472_1996-6-13_2012.jpg,1.0,Kodi Smit-McPhee,5.230809738661602,,"(500, 500)",15
3253,19621,66366,66366,1946-07-27 00:00:00,2010,45/nm0000545_rm3905192704_1945-7-26_2010.jpg,0.0,Helen Mirren,3.3750148732246945,,"(354, 353)",64
3424,8312,27885,27885,1938-04-23 00:00:00,2003,97/nm0000197_rm2526124288_1937-4-22_2003.jpg,1.0,Jack Nicholson,2.103804928367955,,"(94, 94)",65
3112,36216,122524,122524,1948-04-06 00:00:00,2010,52/nm0001652_rm2799993600_1947-4-6_2010.jpg,1.0,John Ratzenberger,3.088493373835364,,"(130, 130)",62
2713,26617,90189,90189,1950-05-25 00:00:00,2009,80/nm0000980_rm4196960256_1949-5-24_2009.jpg,1.0,Jim Broadbent,3.0091879108398367,,"(103, 103)",59
939,64223,212264,212264,1987-04-10 00:00:00,2007,62/nm1015262_rm4240095744_1986-4-9_2007.jpg,0.0,Leighton Meester,2.223777903434764,,"(87, 87)",20
364,74710,247095,247095,1998-08-06 00:00:00,2014,51/nm3127051_rm2434386944_1997-8-5_2014.jpg,0.0,Olivia Holt,3.0711905193487707,,"(500, 500)",16
262,82207,273689,273689,1990-07-22 00:00:00,2005,87/nm3034087_rm357153024_1989-7-21_2005.jpg,0.0,Chelsie Hightower,2.855620966217427,,"(106, 106)",15
2021,64933,214517,214517,1975-10-19 00:00:00,2008,46/nm0117146_rm3991901952_1974-10-18_2008.jpg,0.0,Joy Bryant,4.513169421122967,,"(248, 249)",33
3180,8221,27543,27543,1951-09-22 00:00:00,2014,95/nm0000195_rm4142909184_1950-9-21_2014.jpg,1.0,Bill Murray,4.515784638310421,,"(500, 500)",63
826,3407,11677,11677,1980-04-12 00:00:00,1999,32/nm0000132_rm1599248384_1979-4-12_1999.jpg,0.0,Claire Danes,2.598312175452843,,"(83, 83)",19
3333,23869,81385,81385,1944-03-31 00:00:00,2008,86/nm0000686_rm808880896_1943-3-31_2008.jpg,1.0,Christopher Walken,5.226388538203475,,"(241, 241)",64
3851,744,2602,2602,1936-12-01 00:00:00,2007,95/nm0000095_rm2762446848_1935-12-1_2007.jpg,1.0,Woody Allen,3.499043730467563,,"(418, 418)",71
610,92448,308285,308285,1984-05-28 00:00:00,2002,61/nm0248461_rm3937702912_1983-5-28_2002.jpg,0.0,Megalyn Echikunwoke,4.580594021372976,,"(211, 211)",18
30,66752,220238,220238,1969-07-11 00:00:00,1974,16/nm0318116_rm2709433088_1968-7-10_1974.jpg,1.0,Jonathan Gilbert,2.674301217017522,,"(500, 500)",5
2331,128332,432658,432658,1951-10-04 00:00:00,2008,34/nm0788234_rm601655808_1950-10-3_2008.jpg,1.0,John Patrick Shanley,3.596294688856968,,"(125, 125)",57
2378,124932,420278,420278,1953-02-23 00:00:00,2010,80/nm0380980_rm2224588544_1952-2-23_2010.jpg,1.0,Marshall Herskovitz,4.082229605001782,,"(266, 266)",57
1437,76684,254297,254297,1988-09-29 00:00:00,2012,32/nm1326732_rm2909910272_1987-9-29_2012.jpg,0.0,Anaïs Demoustier,4.366852342673359,,"(325, 325)",24
3626,178,635,635,1935-09-21 00:00:00,2002,47/nm0000047_rm3495401984_1934-9-20_2002.jpg,0.0,Sophia Loren,4.589916582687837,,"(256, 256)",67
2397,11645,38905,38905,1952-07-21 00:00:00,2009,45/nm0000245_rm1054117376_1951-7-21_2009.jpg,1.0,Robin Williams,3.853083839944896,,"(350, 349)",57
1549,103318,345326,345326,1986-03-16 00:00:00,2011,25/nm1553725_rm4044798208_1985-3-15_2011.jpg,1.0,Kellan Lutz,3.798601207007772,,"(501, 501)",25
1389,121041,406973,406973,1979-07-18 00:00:00,2002,07/nm0870007_rm1588304640_1978-7-17_2002.jpg,0.0,Katharine Towne,4.904806464691202,,"(251, 250)",23
356,82373,274205,274205,1982-10-29 00:00:00,1998,64/nm0131564_rm1333499648_1981-10-28_1998.jpg,1.0,Dwayne Cameron,2.6886966260834666,,"(500, 500)",16
2034,85563,285084,285084,1974-03-25 00:00:00,2007,88/nm1433588_rm1665641472_1973-3-24_2007.jpg,1.0,Jim Parsons,3.2327543021451985,,"(260, 260)",33
664,74585,246611,246611,1992-08-16 00:00:00,2010,41/nm2121541_rm357402368_1991-8-16_2010.jpg,0.0,Evanna Lynch,4.710826350878627,,"(207, 208)",18
2997,28319,96283,96283,1948-12-29 00:00:00,2009,01/nm0001101_rm3820717568_1947-12-29_2009.jpg,1.0,Ted Danson,3.2247584611244107,,"(500, 500)",61
1730,64017,211764,211764,1980-07-20 00:00:00,2007,46/nm1014446_rm1363252992_1979-7-20_2007.jpg,1.0,Omar Berdouni,4.176021606035191,,"(499, 501)",27
109,74729,247156,247156,1991-10-19 00:00:00,2005,87/nm3127187_rm2260567808_1990-10-18_2005.jpg,,Bristol Palin,5.123703426999011,,"(247, 247)",14
647,131420,443583,443583,1986-10-21 00:00:00,2004,39/nm0293439_rm1687329024_1985-10-20_2004.jpg,0.0,Jennifer Freeman,3.1148051489350586,,"(204, 204)",18
3838,26573,90018,90018,1942-12-10 00:00:00,2013,77/nm0000977_rm2455624960_1941-12-9_2013.jpg,1.0,Beau Bridges,2.5593457320469795,,"(421, 421)",71
465,61884,204657,204657,1990-07-24 00:00:00,2007,56/nm0705356_rm3184957696_1989-7-23_2007.jpg,1.0,Daniel Radcliffe,3.9477149357147256,,"(127, 128)",17
1423,80115,266017,266017,1990-09-15 00:00:00,2014,87/nm3726887_rm1842467840_1989-9-14_2014.jpg,0.0,Jessica Brown Findlay,3.400755829538295,,"(500, 500)",24
1916,109082,364788,364788,1975-09-20 00:00:00,2005,22/nm0266422_rm3747781376_1974-9-19_2005.jpg,1.0,Jimmy Fallon,3.684310143007525,,"(141, 140)",30
1729,118143,396636,396636,1984-03-31 00:00:00,2011,02/nm2377802_rm1582477824_1983-3-31_2011.jpg,0.0,Melissa Ordway,4.904505638245008,,"(500, 500)",27
504,55322,181733,181733,1982-01-26 00:00:00,1999,24/nm1006024_rm983210752_1981-1-25_1999.jpg,0.0,Alicia Keys,3.0845785255672,,"(162, 162)",17
3718,117425,394318,394318,1941-05-27 00:00:00,2010,29/nm0375629_rm3862662912_1940-5-26_2010.jpg,1.0,Levon Helm,3.285838779406878,,"(351, 352)",69
3819,26574,90023,90023,1942-12-10 00:00:00,2013,77/nm0000977_rm2510739968_1941-12-9_2013.jpg,1.0,Beau Bridges,3.923885166782672,,"(500, 500)",71
529,116374,390265,390265,1995-10-10 00:00:00,2012,06/nm0272706_rm2499061760_1994-10-9_2012.jpg,0.0,Jodelle Ferland,4.038912503990258,,"(400, 401)",17
2866,54563,179224,179224,1953-11-09 00:00:00,2013,69/nm0005569_rm292085248_1952-11-8_2013.jpg,0.0,Alfre Woodard,3.506963177165134,,"(400, 400)",60
2135,43622,146034,146034,1964-08-30 00:00:00,2012,21/nm0004821_rm34447872_1963-8-30_2012.jpg,1.0,Michael Chiklis,2.946294183417409,,"(197, 197)",48
1405,122369,411742,411742,1978-01-14 00:00:00,2001,17/nm0089217_rm3819536384_1977-1-13_2001.jpg,1.0,Orlando Bloom,5.6397532236950845,,"(500, 500)",23
2308,105783,353603,353603,1949-07-28 00:00:00,2006,25/nm0858525_rm3480721920_1948-7-27_2006.jpg,0.0,Betty Thomas,3.1855110991536693,,"(277, 277)",57
2977,8454,28452,28452,1941-04-26 00:00:00,2002,99/nm0000199_rm3721435392_1940-4-25_2002.jpg,1.0,Al Pacino,2.4042404755735123,,"(252, 252)",61
3672,101430,339497,339497,1936-06-03 00:00:00,2004,59/nm0355659_rm3882653952_1935-6-3_2004.jpg,0.0,Irma P. Hall,2.606119464360176,,"(125, 125)",68
2229,115437,386815,386815,1954-11-14 00:00:00,2004,14/nm0175814_rm2541263360_1953-11-13_2004.jpg,0.0,Frances Conroy,4.413231912291585,,"(246, 246)",50
3605,40744,137816,137816,1947-06-02 00:00:00,2014,51/nm0004051_rm1156381184_1946-6-1_2014.jpg,1.0,Brian Cox,2.16430938928532,,"(500, 500)",67
994,79437,263689,263689,1982-02-04 00:00:00,2002,16/nm0721216_rm3173751552_1981-2-3_2002.jpg,0.0,Alisa Reyes,4.727478695512443,,"(283, 282)",20
2679,86696,289324,289324,1949-08-21 00:00:00,2008,04/nm0633604_rm2869734400_1948-8-20_2008.jpg,1.0,John Noble,2.760339366447641,,"(113, 113)",59
3567,22402,76704,76704,1940-04-13 00:00:00,2007,49/nm0000649_rm1751685632_1939-4-13_2007.jpg,1.0,Paul Sorvino,3.3388784437696777,,"(106, 106)",67
1388,89776,299462,299462,1988-09-07 00:00:00,2011,97/nm0939697_rm3028204800_1987-9-7_2011.jpg,0.0,Evan Rachel Wood,2.785581908566883,,"(500, 500)",23
1897,127725,430180,430180,1976-09-13 00:00:00,2005,92/nm1688692_rm1384618752_1975-9-13_2005.jpg,1.0,JoeDon Rooney,2.2399704239785643,,"(80, 80)",29
3069,92270,307635,307635,1947-02-18 00:00:00,2009,07/nm0244707_rm1583776256_1946-2-17_2009.jpg,1.0,André Dussollier,2.8712597178016983,,"(500, 500)",62
237,88767,296284,296284,1987-07-27 00:00:00,2002,69/nm2834669_rm2226752256_1986-7-26_2002.jpg,0.0,Monica Raymund,5.981606000117137,,"(240, 240)",15
3663,25070,85057,85057,1942-02-11 00:00:00,2010,76/nm0000776_rm1656980736_1941-2-10_2010.jpg,1.0,Michael Apted,3.5061228509121043,,"(293, 294)",68
3611,16464,55636,55636,1947-07-23 00:00:00,2014,18/nm0000418_rm2726230016_1946-7-22_2014.jpg,1.0,Danny Glover,2.675477789812664,,"(500, 500)",67
354,81548,271198,271198,1995-08-18 00:00:00,2011,88/nm3920288_rm438024192_1994-8-17_2011.jpg,0.0,Taissa Farmiga,3.7654094275023664,,"(500, 500)",16
833,122709,412667,412667,1986-07-28 00:00:00,2005,84/nm1086384_rm1097308928_1985-7-27_2005.jpg,1.0,Lou Taylor Pucci,4.597239608746544,,"(295, 295)",19
3915,92428,308212,308212,1938-01-13 00:00:00,2012,81/nm0247881_rm2877665024_1937-1-12_2012.jpg,0.0,Shirley Eaton,3.221805074200694,,"(500, 500)",74
796,24915,84544,84544,1971-12-13 00:00:00,1990,49/nm0000749_rm2948390144_1970-12-12_1990.jpg,0.0,Mädchen Amick,5.942781693242724,,"(500, 500)",19
2168,21846,74627,74627,1953-09-17 00:00:00,2001,20/nm0000620_rm4253652992_1952-9-16_2001.jpg,1.0,Mickey Rourke,2.493984492171836,,"(403, 403)",48
672,73104,241560,241560,1988-04-20 00:00:00,2006,11/nm0024511_rm539793408_1987-4-20_2006.jpg,1.0,John Patrick Amedori,3.040761337704726,,"(135, 134)",18
3464,31078,105428,105428,1940-08-22 00:00:00,2005,20/nm0001320_rm2965888512_1939-8-22_2005.jpg,0.0,Valerie Harper,3.472611867402091,,"(260, 260)",65
2591,369,1377,1377,1941-09-06 00:00:00,2000,79/nm0000079_rm2701302528_1940-9-5_2000.jpg,0.0,Raquel Welch,4.154686162085055,,"(170, 170)",59
2910,26178,88781,88781,1942-03-17 00:00:00,2003,34/nm0000934_rm3291191808_1941-3-16_2003.jpg,1.0,Bernardo Bertolucci,4.71000888561935,,"(307, 306)",61
2002,50052,165682,165682,1972-04-28 00:00:00,2004,56/nm0005256_rm2270992896_1971-4-28_2004.jpg,0.0,Bridget Moynahan,3.0582489224138074,,"(63, 63)",32
1694,103380,345550,345550,1983-12-30 00:00:00,2009,40/nm1555340_rm3078475776_1982-12-29_2009.jpg,0.0,Alison Brie,4.378731655482145,,"(208, 208)",26
1278,72934,240940,240940,1993-03-18 00:00:00,2015,84/nm3915784_rm3853972992_1992-3-17_2015.jpg,1.0,John Boyega,3.469969538896591,,"(500, 500)",22
2248,130931,442057,442057,1960-05-24 00:00:00,2010,31/nm1192031_rm2383316480_1959-5-24_2010.jpg,1.0,Paul Renteria,5.1598940279870655,,"(500, 500)",50
1526,132233,446368,446368,1990-12-08 00:00:00,2015,58/nm0396558_rm3109484288_1989-12-7_2015.jpg,1.0,Nicholas Hoult,4.869620130743682,,"(500, 500)",25
2894,21876,74753,74753,1952-03-17 00:00:00,2013,21/nm0000621_rm3080309248_1951-3-17_2013.jpg,1.0,Kurt Russell,2.067149725922428,,"(264, 264)",61
22,66721,220154,220154,1997-10-06 00:00:00,2001,01/nm0316701_rm3595016704_1996-10-5_2001.jpg,0.0,Mary Gibbs,4.486147454562135,,"(108, 107)",4
412,76569,253894,253894,1995-04-15 00:00:00,2011,94/nm1321094_rm3499343616_1994-4-14_2011.jpg,0.0,Skyler Samuels,4.0255957743837785,,"(168, 168)",16
1855,4071,13923,13923,1973-08-31 00:00:00,2002,39/nm0000139_rm1519885056_1972-8-30_2002.jpg,0.0,Cameron Diaz,2.713222727314381,,"(157, 156)",29
5,64956,214558,214558,1961-10-12 00:00:00,1963,97/nm0117197_rm4006920960_1960-10-11_1963.jpg,0.0,Nicola Bryant,3.269199178585636,,"(195, 195)",2
1013,131371,443439,443439,1944-02-02 00:00:00,1965,30/nm0291330_rm803650048_1943-2-1_1965.jpg,0.0,Rosemarie Frankland,3.0895264573307246,,"(163, 163)",21
3399,5989,20393,20393,1938-08-09 00:00:00,2003,63/nm0000163_rm3790969600_1937-8-8_2003.jpg,1.0,Dustin Hoffman,3.09260874212738,,"(150, 151)",65
1048,56529,185986,185986,1990-07-13 00:00:00,2011,81/nm2100081_rm1264759040_1989-7-12_2011.jpg,0.0,Phoebe Tonkin,2.130730419066816,,"(257, 257)",21
1417,63192,209034,209034,1990-05-17 00:00:00,2013,40/nm5902240_rm4154448896_1989-5-16_2013.jpg,0.0,Agnes Mayasari,4.069526800658245,,"(500, 500)",23
3279,89599,299007,299007,1948-08-20 00:00:00,2012,03/nm0936403_rm1222619392_1947-8-20_2012.jpg,1.0,Ray Wise,2.088126955099212,,"(348, 349)",64
2062,80907,268856,268856,1971-02-03 00:00:00,2006,24/nm0922724_rm2497288448_1970-2-2_2006.jpg,0.0,Jennifer Westfeldt,3.512780992850386,,"(273, 272)",35
2543,37254,126378,126378,1951-02-19 00:00:00,2009,32/nm0001732_rm2958002688_1950-2-18_2009.jpg,0.0,Cybill Shepherd,4.305467354240503,,"(121, 121)",58
999,117914,395830,395830,1988-10-18 00:00:00,2008,80/nm1374980_rm936940544_1987-10-18_2008.jpg,1.0,Zac Efron,3.876535732696518,,"(148, 149)",20
2143,22297,76296,76296,1956-03-17 00:00:00,2004,41/nm0000641_rm3233059840_1955-3-17_2004.jpg,1.0,Gary Sinise,2.170226057803041,,"(93, 94)",48
2249,71178,234635,234635,1961-06-09 00:00:00,2011,18/nm0814718_rm1780200192_1960-6-8_2011.jpg,0.0,Agnès Soral,5.673297658838214,,"(500, 500)",50
1900,91471,304961,304961,1982-08-28 00:00:00,2011,66/nm1140666_rm1850719744_1981-8-27_2011.jpg,1.0,Patrick J. Adams,3.1411811482105376,,"(222, 222)",29
2990,52287,172405,172405,1944-10-12 00:00:00,2005,17/nm0005417_rm2267191808_1943-10-12_2005.jpg,0.0,Lin Shaye,3.753189827043211,,"(139, 140)",61
3706,13307,44833,44833,1945-09-14 00:00:00,2013,02/nm0000302_rm1944771840_1944-9-13_2013.jpg,0.0,Jacqueline Bisset,4.413370286326906,,"(500, 500)",68
289,107762,360134,360134,1995-11-17 00:00:00,2010,75/nm2061375_rm127438080_1994-11-16_2010.jpg,0.0,India Ennenga,4.944210010020869,,"(171, 171)",15
1350,100206,335169,335169,1988-01-22 00:00:00,2011,87/nm7150987_rm728364288_1987-1-21_2011.jpg,,Anthony Riley,2.8288063008668067,,"(171, 171)",23
495,90894,303176,303176,1988-07-14 00:00:00,2005,50/nm3048050_rm3043340544_1987-7-14_2005.jpg,0.0,Sara Canning,4.345925671824802,,"(501, 501)",17
1860,108462,362583,362583,1984-08-11 00:00:00,2013,10/nm1165110_rm1136972288_1983-8-11_2013.jpg,1.0,Chris Hemsworth,4.214496603476197,,"(325, 325)",29
317,50112,165863,165863,1986-12-06 00:00:00,2002,60/nm0005260_rm1396480512_1985-12-5_2002.jpg,1.0,Frankie Muniz,5.270421575905923,,"(205, 205)",16
1166,104457,349118,349118,1990-08-22 00:00:00,2012,63/nm0659363_rm3764169984_1989-8-21_2012.jpg,0.0,Hayden Panettiere,4.01875939404173,,"(222, 221)",22
2069,81064,269406,269406,1970-01-06 00:00:00,2015,54/nm0924154_rm2476408576_1969-1-5_2015.jpg,1.0,Shea Whigham,2.093037039135257,,"(139, 139)",45
2542,9549,31641,31641,1947-10-05 00:00:00,2005,15/nm0000215_rm1785436928_1946-10-4_2005.jpg,0.0,Susan Sarandon,2.7610813191749912,,"(74, 74)",58
1175,117820,395565,395565,1988-10-18 00:00:00,2010,80/nm1374980_rm1978761216_1987-10-18_2010.jpg,1.0,Zac Efron,5.318645136874362,,"(175, 175)",22
135,97105,324116,324116,1999-01-10 00:00:00,2013,88/nm1748388_rm3658078976_1998-1-9_2013.jpg,0.0,Kerris Dorsey,5.069391950333906,,"(298, 298)",14
434,129927,438367,438367,1991-06-16 00:00:00,2007,01/nm1091701_rm3145308416_1990-6-15_2007.jpg,1.0,Denzel Whitaker,2.508188592429971,,"(97, 97)",16
2737,100704,336920,336920,1945-07-13 00:00:00,2005,86/nm0258286_rm546150400_1944-7-12_2005.jpg,,Delia Ephron,3.4471051137606072,,"(171, 171)",60
2447,2907,9912,9912,1956-01-19 00:00:00,2014,26/nm0000126_rm428200960_1955-1-18_2014.jpg,1.0,Kevin Costner,2.3844631947689074,,"(500, 500)",58
204,93626,312408,312408,1999-08-01 00:00:00,2014,26/nm2349726_rm1978844672_1998-7-31_2014.jpg,1.0,Rico Rodriguez,4.3689489910993045,,"(500, 500)",15
466,2495,8476,8476,1962-05-07 00:00:00,1979,23/nm0000123_rm1385613568_1961-5-6_1979.jpg,1.0,George Clooney,3.408054860120628,,"(500, 500)",17
1557,120690,405805,405805,1982-01-05 00:00:00,2007,25/nm0777125_rm13077760_1981-1-4_2007.jpg,1.0,Aaron Schwartz,2.0689409955572984,,"(87, 88)",25
1648,31338,106200,106200,1979-11-25 00:00:00,2005,37/nm0001337_rm3050211328_1978-11-24_2005.jpg,0.0,Katherine Heigl,2.568866180205616,,"(221, 222)",26
175,69180,227966,227966,1988-04-11 00:00:00,2002,84/nm1510184_rm1934199552_1987-4-11_2002.jpg,0.0,Joss Stone,2.787858022209368,,"(116, 116)",14
8,124016,417154,417154,1991-12-25 00:00:00,1993,50/nm1189150_rm2003945472_1990-12-24_1993.jpg,1.0,Moose,2.8708033048129216,,"(386, 386)",2
1810,128240,432416,432416,1933-04-11 00:00:00,1961,91/nm0786891_rm3139947520_1932-4-10_1961.jpg,0.0,Delphine Seyrig,5.080496211240027,,"(500, 500)",28
2774,20088,68187,68187,1942-02-09 00:00:00,2002,60/nm0000560_rm1710136064_1941-2-8_2002.jpg,1.0,Nick Nolte,2.842850121699838,,"(288, 288)",60
320,87050,290474,290474,1998-02-11 00:00:00,2014,69/nm1631269_rm3721841920_1997-2-10_2014.jpg,0.0,Chloë Grace Moretz,5.330394354641418,,"(500, 500)",16
3558,9576,31735,31735,1947-10-05 00:00:00,2014,15/nm0000215_rm2900937984_1946-10-4_2014.jpg,0.0,Susan Sarandon,2.908714326922846,,"(500, 500)",67
1746,69888,230456,230456,1980-09-22 00:00:00,2007,68/nm1616668_rm2479397120_1979-9-22_2007.jpg,1.0,Michael Graziadei,2.9045946578157267,,"(354, 354)",27
2424,1230,4128,4128,1953-07-02 00:00:00,2010,01/nm0000101_rm2993652736_1952-7-1_2010.jpg,1.0,Dan Aykroyd,2.985442853217469,,"(113, 113)",57
2817,51769,170950,170950,1945-03-27 00:00:00,2005,84/nm0005384_rm611949312_1944-3-26_2005.jpg,0.0,Diana Ross,2.4585330107714856,,"(68, 69)",60
3744,2787,9374,9374,1931-08-26 00:00:00,2000,25/nm0000125_rm1814804736_1930-8-25_2000.jpg,1.0,Sean Connery,2.707674963947737,,"(500, 500)",69
1757,82391,274242,274242,1982-10-29 00:00:00,2009,64/nm0131564_rm721522176_1981-10-28_2009.jpg,1.0,Dwayne Cameron,4.700893342798961,,"(500, 500)",27
1507,79886,265268,265268,1987-04-23 00:00:00,2011,28/nm1720028_rm2854859520_1986-4-22_2011.jpg,0.0,Amber Heard,4.891906460914606,,"(500, 501)",24
1079,130389,440064,440064,1986-12-01 00:00:00,2007,05/nm0192505_rm3031993856_1985-11-30_2007.jpg,0.0,Kaley Cuoco,2.4298279912690286,,"(93, 93)",21
1254,80019,265665,265665,1985-11-24 00:00:00,2007,17/nm1727317_rm1524472064_1984-11-23_2007.jpg,1.0,Lucas Grabeel,4.27886075457268,,"(137, 136)",22
1053,107482,359123,359123,1985-04-19 00:00:00,2006,29/nm1065229_rm3047198208_1984-4-18_2006.jpg,0.0,America Ferrera,3.2098206431056515,,"(119, 119)",21
1070,107488,359150,359150,1985-04-19 00:00:00,2006,29/nm1065229_rm3348665344_1984-4-18_2006.jpg,0.0,America Ferrera,6.12835512697803,,"(277, 277)",21
2472,5364,18357,18357,1956-11-13 00:00:00,2014,55/nm0000155_rm365742592_1955-11-13_2014.jpg,0.0,Whoopi Goldberg,2.5938305148883174,,"(442, 442)",58
1113,69694,229607,229607,1982-08-25 00:00:00,2003,77/nm0614877_rm1451989248_1981-8-24_2003.jpg,1.0,Chad Michael Murray,4.937432521651951,,"(207, 208)",21
2418,37187,126086,126086,1954-10-10 00:00:00,2011,24/nm0001724_rm712816896_1953-10-9_2011.jpg,1.0,Tony Shalhoub,4.919196819020694,,"(500, 501)",57
484,8841,29548,29548,1982-06-10 00:00:00,1999,04/nm0000204_rm4080122624_1981-6-9_1999.jpg,0.0,Natalie Portman,5.224951992023944,,"(500, 500)",17
2297,21807,74504,74504,1953-09-17 00:00:00,2010,20/nm0000620_rm1363774720_1952-9-16_2010.jpg,1.0,Mickey Rourke,2.276535915843608,,"(325, 325)",57
3008,2932,9985,9985,1940-08-02 00:00:00,2001,27/nm0000127_rm2351012608_1939-8-2_2001.jpg,1.0,Wes Craven,4.563948607954134,,"(332, 331)",61
979,64219,212258,212258,1987-04-10 00:00:00,2007,62/nm1015262_rm4206541312_1986-4-9_2007.jpg,0.0,Leighton Meester,2.1749927370692785,,"(87, 87)",20
2265,25993,88299,88299,1955-09-08 00:00:00,2005,29/nm0000929_rm2336594688_1954-9-7_2005.jpg,1.0,Corbin Bernsen,3.847657493492829,,"(139, 139)",50
3408,86113,287108,287108,1937-04-11 00:00:00,2002,03/nm0534603_rm1420401408_1936-4-10_2002.jpg,1.0,John Madden,3.594568162829871,,"(148, 148)",65
2363,85289,284098,284098,1952-05-04 00:00:00,2009,40/nm0432040_rm4231760384_1951-5-4_2009.jpg,1.0,Gérard Jugnot,2.961760703019727,,"(125, 125)",57
2016,117504,394614,394614,1976-05-03 00:00:00,2009,16/nm0376716_rm357206272_1975-5-3_2009.jpg,0.0,Christina Hendricks,2.981730382305185,,"(72, 72)",33
3668,26892,91177,91177,1941-03-27 00:00:00,2009,01/nm0001001_rm168725760_1940-3-26_2009.jpg,1.0,James Caan,4.5217778623838525,,"(225, 225)",68
2425,32500,109846,109846,1944-12-31 00:00:00,2001,26/nm0001426_rm2047580160_1943-12-31_2001.jpg,1.0,Ben Kingsley,3.130371023293579,,"(313, 313)",57
1600,113038,378237,378237,1983-10-19 00:00:00,2008,12/nm1666212_rm1403884800_1982-10-18_2008.jpg,1.0,Ne-Yo,3.4993201357395445,,"(140, 141)",25
281,72455,239128,239128,1990-07-22 00:00:00,2005,88/nm0915488_rm13408256_1989-7-21_2005.jpg,1.0,Jamie Waylett,3.1910524365106285,,"(84, 83)",15
3073,43819,146534,146534,1948-10-01 00:00:00,2010,34/nm0004834_rm3165488384_1947-10-1_2010.jpg,1.0,Stephen Collins,2.263643118776073,,"(359, 359)",62
2443,86617,288978,288978,1950-12-13 00:00:00,2008,90/nm0631490_rm3602090496_1949-12-12_2008.jpg,1.0,Bill Nighy,3.1837509519083755,,"(265, 266)",58
3495,49476,164139,164139,1940-05-25 00:00:00,2006,12/nm0005212_rm624660224_1939-5-25_2006.jpg,1.0,Ian McKellen,2.635568170894052,,"(400, 400)",66
2226,49564,164367,164367,1966-08-02 00:00:00,2015,22/nm0005222_rm1159919872_1965-8-1_2015.jpg,,Sam Mendes,4.797140112708225,,"(500, 500)",49
905,125057,420718,420718,1993-02-14 00:00:00,2013,03/nm0383603_rm1604253440_1992-2-14_2013.jpg,1.0,Freddie Highmore,2.8961769399076047,,"(500, 500)",20
1807,8770,29377,29377,1982-06-10 00:00:00,2010,04/nm0000204_rm2228913152_1981-6-9_2010.jpg,0.0,Natalie Portman,4.245009160302053,,"(157, 156)",28
1714,103427,345700,345700,1987-10-08 00:00:00,2013,99/nm1555699_rm810998272_1986-10-7_2013.jpg,0.0,Holland Roden,3.262957025550259,,"(500, 501)",26
2290,71797,236880,236880,1965-11-15 00:00:00,2015,20/nm0911320_rm3999721984_1964-11-14_2015.jpg,1.0,Patrick Warburton,3.549074472444316,,"(500, 500)",50
511,49772,164947,164947,1982-01-23 00:00:00,1999,38/nm0005238_rm3316357120_1981-1-22_1999.jpg,0.0,Beverley Mitchell,4.127058282704505,,"(76, 77)",17
210,61883,204651,204651,1990-07-24 00:00:00,2005,56/nm0705356_rm3158218752_1989-7-23_2005.jpg,1.0,Daniel Radcliffe,3.513337839877569,,"(355, 355)",15
3441,59774,197890,197890,1947-01-01 00:00:00,2012,02/nm0506802_rm1736420096_1946-0-0_2012.jpg,,Ben Lewin,3.085793476701218,,"(500, 500)",65
